0	666.1080993	281.1138559	395.6008089	291.2043956	326.266762	640.8002809	426.8782028	600.1874707	561.4712815	1040.973102	655.0190837	975	1120.769825	299.0401311	260.0480725	429.5346319	161.5549442	305	210.0595154	286.9233347	46.09772229	181.1767093	274.5906044	410.0304867	728.9718787	798.5142453	707.0007072	406.2634613	360.0694377	146.3728117	90.55385138	827.314934	135.0925609	121.6552506	125	207.9663434	240.4163056	166.2077014	208.9258242	395.3795645	565.7958996	463.8156962	154.4344521	240.208243	279.8660394	791.2806076	267.3013281	64.03124237	217.0829335	789.3826702	1220.460978
666.1080993	0	649.3265742	1047.091209	945.1454914	978.0848634	45	956.1511387	1134.955946	1132.982789	1638.787662	1258.590481	1440.078123	1515.725899	957.8230526	724.033839	494.7726751	595.4829972	843.4008537	564.4687768	392.4601891	636.4157446	509.8284025	921.7917335	1028.846441	1191.511645	1301.50874	1243.724246	635.0196847	390.4484601	541.2254613	730	1488.707493	782.0805585	776.9813383	785	857.7004139	896.9392399	827.9643712	869.7413409	896.1724164	102.5914226	1123.710372	744.8825411	823.2860985	859.0838143	1151.271037	910.3021476	728.0109889	596.2591718	1421.557245	1716.049242
281.1138559	649.3265742	0	603.5105633	508.9449872	542.5172808	610.5735009	308.058436	485.6439025	487.2627628	1266.688596	891.3613184	1247.757989	1399.732117	504.8762225	537.4011537	217.3131381	134.6291202	207.0024154	440.9648512	288.5307609	240.5202694	361.1786262	505.6925944	652.533524	1005.94483	1067.637579	970.3221115	651.2488004	504.2072986	208.9258242	245.2039967	903.3963693	393.6051321	373.6642878	367.6955262	447.4650824	462.087654	392.2371731	426.8782028	246.9817807	550.0909016	556.596802	434.1946568	219.8294794	552.6753116	1072.310589	504.8019414	288.4874347	463.2493929	995.3140208	1483.59361
395.6008089	1047.091209	603.5105633	0	104.4030651	69.64194139	1026.364945	525	611.0032733	533.9007398	663.1930337	294.3637206	711.0731327	897.0089186	100.124922	384.2199891	800.2499609	532.3532662	474.6841055	500.6246099	681.487344	436.6062299	537.7034499	125.2996409	109.2016483	516.23638	526.8064161	417.4326293	579.8706752	689.5288246	540.8558033	370.5401463	517.3490118	266.5520587	275.1363298	270.6011826	190.3943276	155.241747	230.4886114	188.2817038	544.5410912	950.3288904	245.2039967	307.0016287	411.0960958	230.7054399	659.5642501	137.2953022	345.25353	477.6243294	397.0201506	908.6390923
291.2043956	945.1454914	508.9449872	104.4030651	0	35.35533906	923.5935253	470.5581792	583.6308765	513.4685969	760.8054942	382.4264635	769.0416114	944.3119188	25	309.2329219	700.0714249	430.464865	400.7804885	406.6017708	577.169819	332.4530042	436.8352092	31.6227766	150.0833102	552.2680509	584.1446739	478.591684	509.754843	594.3483827	436.6062299	270.1851217	589.9576256	163.2482772	170.8800749	166.2077014	87.46427842	50.99019514	126.589889	85.14693183	479.5049531	847.6585397	266.6927071	212.2498528	331.2099032	170.6604817	673.5911223	47.4341649	241.8677324	386.684626	499.9249944	984.441466
326.266762	978.0848634	542.5172808	69.64194139	35.35533906	0	957.0397066	491.5536593	596.0075503	523.2590181	726.1026098	349.2849839	744.1941951	922.7811225	40.31128874	328.8236609	735.0170066	465.6715581	427.9310692	435.2298243	611.9027701	367.7295202	469.0682253	57.00877125	124.1974235	533.3385416	559.1287866	452.2167622	528.0151513	623.6986452	471.8315377	305.0409809	568.2429058	196.977156	205.5480479	201.3082214	120.8304597	86.31338251	161.9413474	120.4159458	504.0089285	881.0363216	260.0480725	240.8318916	360.0694377	182.0027472	661.9101147	70.71067812	277.2183255	413.7934267	464.5696934	954.8952822
640.8002809	45	610.5735009	1026.364945	923.5935253	957.0397066	0	918.0958556	1095.924267	1095.73035	1627.421273	1245.200787	1440.312466	1521.725994	935.3608929	713.8627319	451.2482687	562.2499444	807.0006196	551.7698796	361.731945	609.1387362	491.1720676	901.1797823	1012.422837	1190.094534	1297.786577	1236.739665	636.9654622	385.5191305	511.5173506	701.2310604	1459.631803	760.3453163	754.2048793	761.5773106	836.3163277	874.7142391	804.394182	846.5370636	857.554663	76.15773106	1094.805919	726.997249	789.3826702	844.4228798	1156.827558	890.1825655	701.7300051	584.6366393	1405.080069	1715.065596
426.8782028	956.1511387	308.058436	525	470.5581792	491.5536593	918.0958556	0	183.4393633	180.346888	1144.901743	812.0498753	1234.34193	1414.23124	452.54834	660.9841148	506.5816815	381.2151623	125.8967831	635.9638354	580.3878014	415.0301194	586.7282165	486.5439343	615.5485359	1022.802522	1049.404593	941.0765112	831.0385069	758.7654447	457.2198596	338.7107911	645.1550201	455	435.4595274	421.5447782	460.5702987	446.0100896	413.8236339	421.57443	64.03124237	855.8621384	359.0264614	529.7405025	187.4166481	598.5398901	1135.89172	495.1009998	383.4383914	643.8167441	860.1453366	1430.47195
600.1874707	1134.955946	485.6439025	611.0032733	583.6308765	596.0075503	1095.924267	183.4393633	0	83.21658489	1165.611428	873.8563955	1316.757381	1507.116452	561.4712815	817.9547665	670.3170891	564.6459067	308.058436	810.246876	763.2168761	593.0430001	766.5507159	606.238402	714.177849	1126.110563	1134.548368	1024.463274	998.2108996	940.4918926	640.3124237	510.0245092	570.1973343	606.9802303	589.4276885	574.6738205	596.0914359	571.9484242	557.8530272	555	239.2697223	1035.591618	389.9358922	685.5836929	360.8670115	733.8937253	1257.060062	617.8389758	550.5678886	815.1380251	883.2326987	1486.775033
561.4712815	1132.982789	487.2627628	533.9007398	513.4685969	523.2590181	1095.73035	180.346888	83.21658489	0	1082.647219	792.0858539	1236.577939	1428.294437	490.4334817	763.6916917	686.4765109	547.9507277	290.9037642	770.2759246	751.4818694	560.2901034	734.9319696	537.8196724	638.846617	1049.97619	1055.047392	944.9338601	950.0526301	912.1403401	619.2939528	471.009554	500.8991915	552.2680509	536.1436375	521.1765536	533.6665626	506.2114183	499.9249944	492.4428901	243.977458	1031.952034	307.7742679	631.9810124	329.0136775	669.6454286	1185.168764	550.2726597	507.0009862	771.9617866	800.0781212	1404.038817
1040.973102	1638.787662	1266.688596	663.1930337	760.8054942	726.1026098	1627.421273	1144.901743	1165.611428	1082.647219	0	387.0723447	442.7188724	619.5562928	762.3647421	914.8223871	1460.693329	1190.094534	1124.299782	1075.662587	1314.172744	1085.564369	1143.525251	770.0162336	631.2685641	541.0406639	417.4326293	417.6421914	1042.413066	1250.969624	1186.781361	1030.982541	706.13384	905.8835466	920.3396112	920.0543462	835.0598781	810.3857106	885.1271095	845.5323767	1180.042372	1552.320843	789.2401409	912.9211357	1067.953651	786.6701977	705.1595564	775.0645134	1000.0125	1042.928569	285.0438563	398.5599077
655.0190837	1258.590481	891.3613184	294.3637206	382.4264635	349.2849839	1245.200787	812.0498753	873.8563955	792.0858539	387.0723447	0	452.1338297	653.2419154	388.1043674	537.7034499	1078.355229	806.8766944	768.8465387	694.1361538	927.1596411	700.0178569	758.172144	387.6209489	245	335.0373114	283.2401808	182.4828759	688.1860214	874.6427842	800.3905297	650.5766673	584.2088668	520	535.2102391	535.8404613	450.9988914	429.9418565	503.0159043	465.295605	836.3163277	1169.626009	484.3810483	526.1178575	705.301354	401.4037867	517.4214916	391.1521443	616.6441437	662.5896166	188.2153022	618.5668921
975	1440.078123	1247.757989	711.0731327	769.0416114	744.1941951	1440.312466	1234.34193	1316.757381	1236.577939	442.7188724	452.1338297	0	205.5480479	784.0918314	759.2759709	1399.508842	1136.540804	1169.46569	919.9184746	1194.75939	1020.416582	1008.19145	759.9506563	620.0806399	254.0177159	185.0675552	293.6409372	805.2484089	1056.18417	1103.653025	1004.153873	1010.358847	854.1808942	874.3140168	881.192374	806.9231686	804.31648	862.6992523	836.3761116	1248.078523	1371.313239	930.8598176	821.7207555	1098.328275	696.0244249	324.422564	755.8604369	959.2835869	884.5903006	539.6758286	278.6574959
1120.769825	1515.725899	1399.732117	897.0089186	944.3119188	922.7811225	1521.725994	1414.23124	1507.116452	1428.294437	619.5562928	653.2419154	205.5480479	0	961.6912186	883.8834765	1534.218042	1280.673651	1340.634178	1034.649699	1313.202193	1164.6888	1127.208942	931.3565375	799.1558046	396.0113635	374.4329045	484.1745553	887.4260533	1146.483755	1238.789732	1160.872517	1215.905013	1009.715306	1030.594489	1039.254541	971.4036236	974.5896572	1026.157883	1004.452587	1423.042515	1457.480703	1125.277743	966.3979512	1267.566566	848.763807	364.9657518	925.216191	1113.564098	1000.124992	744.6475676	318.9043744
